"id","code","name","ar_name","county_code"
"1182","3416","El main","الماين","3415"
"1183","3417","Ouled brahem","أولاد أبراهم","3402"
"1184","3418","Ouled dahmane","أولاد دحمان","3403"
"1185","3419","Hasnaoua","حسناوة","3413"
"1186","3420","Khelil","خليل","3431"
"1187","3421","Taglait","تقلعيت","3409"
"1188","3422","Ksour","القصور","3411"
"1189","3423","Ouled sidi-brahim","أولاد سيدي ابراهيم","3404"
"1190","3424","Tefreg","تفرق","3415"
"1191","3425","Colla","القلة","3415"
"1192","3426","Tixter","تيكستار","3408"
"1193","3427","El euch","العش","3411"
"1194","3428","El annasseur","العناصر","3409"
"1195","3429","Tassamert","تسامرت","3403"
"1196","3430","Ain tesra","عين تسرة","3402"
"1197","3431","Bir kasdali","بئر قاصد علي","3431"
"1198","3432","Ghailasa","غيلاسة","3409"
"1199","3433","Rabta","الرابطة","3411"
"1200","3434","Haraza","حرازة","3404"
"1201","3501","Boumerdes","بومرداس","3501"
"1202","3502","Boudouaou","بودواو","3502"
"1203","3503","Afir","أعفير","3523"
"1204","3504","Bordj menaiel","برج منايل","3504"
"1205","3505","Baghlia","بغلية","3505"
"1206","3506","Sidi daoud","سيدي داود","3505"
"1207","3507","Naciria","الناصرية","3507"
"1208","3508","Djinet","جنات","3504"
"1209","3509","Isser","يسر","3509"
"1210","3510","Zemmouri","زموري","3504"
"1211","3511","Si mustapha","سي مصطفى","3509"
"1212","3512","Tidjelabine","تيجلابين","3501"
"1213","3513","Chabet el ameur","شعبة العامر","3509"
"1214","3514","Thenia","الثنية","3514"
"1215","3515","Timezrit","تيمزريت","3509"
"1216","3516","Corso","قورصو","3501"
"1217","3517","Ouled moussa","أولاد موسى","3531"
"1218","3518","Larbatache","الاربعطاش","3531"
"1219","3519","Bouzegza keddara","بوزقزة قدارة","3502"
"1220","3520","Taourga","تاورقة","3505"
"1221","3521","Ouled aissa","أولاد عيسى","3507"
"1222","3522","Ben choud","بن شود","3523"
"1223","3523","Dellys","دلس","3523"
"1224","3524","Ammal","عمال","3514"
"1225","3525","Beni amrane","بني عمران","3514"
"1226","3526","Souk el had","سوق الحد","3514"
"1227","3527","Boudouaou el bahri","بودواو البحري","3502"
"1228","3528","Ouled hedadj","أولاد هداج","3502"
"1229","3529","Leghata","لقاطة","3504"
"1230","3530","Hammedi","حمادي","3531"
"1231","3531","Khemis el khechna","خميس الخشنة","3531"
"1232","3532","El kharrouba","الخروبة","3502"
"1233","3601","El tarf","الطارف","3601"
"1234","3602","Bouhadjar","بوحجار","3602"
"1235","3603","Ben m hidi","بن مهيدي","3603"
"1236","3604","Bougous","بوقوس","3601"
"1237","3605","El kala","القالة","3605"
"1238","3606","Ain el assel","عين العسل","3601"
"1239","3607","El aioun","العيون","3605"
"1240","3608","Bouteldja","بوثلجة","3608"
"1241","3609","Souarekh","السوارخ","3605"
"1242","3610","Berrihane","بريحان","3603"
"1243","3611","Lac des oiseaux","بحيرة الطيور","3608"
"1244","3612","Chefia","الشافية","3608"
"1245","3613","Drean","الذرعـان","3613"
"1246","3614","Chihani","شحاني","3613"
"1247","3615","Chebaita mokhtar","شبيطة مختار","3613"
"1248","3616","Besbes","البسباس","3616"
"1249","3617","Asfour","عصفور","3616"
"1250","3618","Echatt","الشط","3603"
"1251","3619","Zerizer","زريزر","3616"
"1252","3620","Zitouna","الزيتونة","3601"
"1253","3621","Ain kerma","عين الكرمة","3602"
"1254","3622","Oued zitoun","وادي الزيتون","3602"
"1255","3623","Hammam beni salah","حمام بني صالح","3602"
"1256","3624","Raml souk","رمل السوق","3605"
"1257","3701","Tindouf","تندوف","3701"
"1258","3702","Oum el assel","أم العسل","3701"
"1259","3801","Tissemsilt","تيسمسيلت","3801"
"1260","3802","Bordj bounaama","برج بونعامة","3802"
"1261","3803","Theniet el had","ثنية الاحد","3803"
"1262","3804","Lazharia","الأزهرية","3804"
"1263","3805","Beni chaib","بني شعيب","3802"
"1264","3806","Lardjem","لرجام","3806"
"1265","3807","Melaab","الملعب","3806"
"1266","3808","Sidi lantri","سيدي العنتري","3806"
"1267","3809","Bordj el emir abdelkader","برج الأمير عبد القادر","3809"
"1268","3810","Layoune","العيون","3811"
"1269","3811","Khemisti","خميستي","3811"
"1270","3812","Ouled bessam","أولاد بسام","3801"
"1271","3813","Ammari","عماري","3813"
"1272","3814","Youssoufia","اليوسفية","3809"
"1273","3815","Sidi boutouchent","سيدي بوتوشنت","3803"
"1274","3816","Larbaa","الأربعاء","3804"
"1275","3817","Maacem","المعاصم","3813"
"1276","3818","Sidi abed","سيدي عابد","3813"
"1277","3819","Tamellahet","تملاحت","3806"
"1278","3820","Sidi slimane","سيدي سليمان","3802"
"1279","3821","Boucaid","بوقائد","3804"
"1280","3822","Beni lahcene","بني لحسن","3802"
"1281","3901","El-oued","الوادي","3901"
"1282","3902","Robbah","الرباح","3902"
"1283","3903","Oued el alenda","وادي العلندة","3926"
"1284","3904","Bayadha","البياضة","3904"
"1285","3905","Nakhla","النخلة","3902"
"1286","3906","Guemar","قمار","3906"
"1287","3907","Kouinine","كوينين","3901"
"1288","3908","Reguiba","الرقيبة","3908"
"1289","3909","Hamraia","الحمراية","3908"
"1290","3910","Taghzout","تغزوت","3906"
"1291","3911","Debila","الدبيلة","3911"
"1292","3912","Hassani abdelkrim","حساني عبد الكريم","3911"
"1293","3913","Hassi khalifa","حاسي خليفة","3913"
"1294","3914","Taleb larbi","الطالب العربي","3914"
"1295","3915","Douar el maa","دوار الماء","3914"
"1296","3916","Sidi aoun","سيدي عون","3918"
"1297","3917","Trifaoui","الطريفاوي","3913"
"1298","3918","Magrane","المقرن","3918"
"1299","3919","Ben guecha","بن  قشة","3914"
"1300","3920","Ourmes","ورماس","3906"
"1301","3921","Still","سطيل","3927"
"1302","3921","Still","سطيل","3927"
"1303","3922","M'rara","المرارة","3928"
"1304","3923","Sidi khelil","سيدي خليل","3927"
"1305","3923","Sidi khelil","سيدي خليل","3927"
"1306","3924","Tenedla","تندلة","3928"
"1307","3925","El ogla","العقلة","3902"
"1308","3926","Mih ouansa","اميه وانسة","3926"
"1309","3927","El-m'ghaier","المغير","3927"
"1310","3927","El-m'ghaier","المغير","3927"
"1311","3928","Djamaa","جامعة","3928"
"1312","3929","Oum touyour","أم الطيور","3927"
"1313","3929","Oum touyour","أم الطيور","3927"
"1314","3930","Sidi amrane","سيدي عمران","3928"
"1315","4001","Khenchela","خنشلة","4001"
"1316","4002","M'toussa","متوسة","4006"
"1317","4003","Kais","قايس","4003"
"1318","4004","Baghai","بغاي","4005"
"1319","4005","El hamma","الحامة","4005"
"1320","4006","Ain touila","عين الطويلة","4006"
"1321","4007","Taouzianat","تاوزيانت","4003"
"1322","4008","Bouhmama","بوحمامة","4008"
"1323","4009","El oueldja","الولجة","4011"
"1324","4010","Remila","الرميلة","4003"
"1325","4011","Chechar","ششار","4011"
"1326","4012","Djellal","جلال","4011"
"1327","4013","Babar","بابار","4013"
"1328","4014","Tamza","طامزة","4005"
"1329","4015","Ensigha","انسيغة","4005"
"1330","4016","Ouled rechache","أولاد رشاش","4016"
"1331","4017","El mahmal","المحمل","4016"
"1332","4018","M'sara","مصارة","4008"
"1333","4019","Yabous","يابوس","4008"
"1334","4020","Khirane","خيران","4011"
"1335","4021","Chelia","شلية","4008"
"1336","4101","Souk ahras","سوق أهراس","4101"
"1337","4102","Sedrata","سدراتة","4102"
"1338","4103","Hanencha","الحنانشة","4104"
"1339","4104","Machroha","المشروحة","4104"
"1340","4105","Ouled driss","أولاد إدريس","4105"
"1341","4106","Tiffech","تيفاش","4115"
"1342","4107","Zaarouria","الزعرورية","4108"
"1343","4108","Taoura","تاورة","4108"
"1344","4109","Drea","الدريعة","4108"
"1345","4110","Haddada","الحدادة","4110"
"1346","4111","Khedara","الخضارة","4110"
"1347","4112","Merahna","المراهنة","4112"
"1348","4113","Ouled moumen","أولاد مومن","4110"
"1349","4114","Bir bouhouche","بئر بوحوش","4114"
"1350","4115","M'daourouche","مداوروش","4115"
"1351","4116","Oum el adhaim","أم العظايم","4116"
"1352","4117","Ain zana","عين الزانة","4105"
"1353","4118","Ain soltane","عين سلطان","4102"
"1354","4119","Ouillen","ويلان","4112"
"1355","4120","Sidi fredj","سيدي فرج","4112"
"1356","4121","Safel el ouiden","سافل الويدان","4114"
"1357","4122","Ragouba","الراقوبة","4115"
"1358","4123","Khemissa","خميسة","4102"
"1359","4124","Oued kebrit","وادي الكبريت","4116"
"1360","4125","Terraguelt","ترقالت","4116"
"1361","4126","Zouabi","الزوابي","4114"
"1362","4201","Tipaza","تيبازة","4201"
"1363","4202","Menaceur","مناصر","4209"
"1364","4203","Larhat","الأرهاط","4215"
"1365","4204","Douaouda","دواودة","4217"
"1366","4205","Bourkika","بورقيقة","4219"
"1367","4206","Khemisti","خميستي","4218"
"1368","4207","Aghbal","أغبال","4210"
"1369","4208","Hadjout","حجوط","4208"
"1370","4209","Sidi-amar","سيدي عامر","4209"
"1371","4210","Gouraya","قوراية","4210"
"1372","4211","Nador","الناظور","4209"
"1373","4212","Chaiba","الشعيبة","4224"
"1374","4213","Ain tagourait","عين تاقورايت","4218"
"1375","4214","Cherchell","شرشال","4214"
"1376","4215","Damous","الداموس","4215"
"1377","4216","Merad","مراد","4208"
"1378","4217","Fouka","فوكة","4217"
"1379","4218","Bou ismail","بواسماعيل","4218"
"1380","4219","Ahmer el ain","أحمر العين","4219"
"1381","4220","Bou haroun","بوهارون","4218"
"1382","4221","Sidi ghiles","سيدي غيلاس","4214"
"1383","4222","Messelmoun","مسلمون","4210"
"1384","4223","Sidi rached","سيدي راشد","4219"
"1385","4224","Kolea","القليعة","4224"
"1386","4225","Attatba","الحطاطبة","4224"
"1387","4226","Sidi semiane","سيدي سميان","4214"
"1388","4227","Beni mileuk","بني ميلك","4215"
"1389","4228","Hadjret ennous","حجرة النص","4214"
"1390","4301","Mila","ميلة","4301"
"1391","4302","Ferdjioua","فرجيوة","4302"
"1392","4303","Chelghoum laid","شلغوم العيد","4303"
"1393","4304","Oued athmenia","وادي العثمانية","4303"
"1394","4305","Ain mellouk","عين الملوك","4303"
"1395","4306","Teleghma","التلاغمة","4306"
"1396","4307","Oued seguen","وادي سقان","4306"
"1397","4308","Tadjenanet","تاجنانت","4308"
"1398","4309","Benyahia abderrahmane","بن يحي عبد الرحمن","4308"
"1399","4310","Oued endja","وادي النجاء","4310"
"1400","4311","Ahmed rachedi","أحمد راشدي","4310"
"1401","4312","Ouled khalouf","أولاد اخلوف","4308"
"1402","4313","Tiberguent","تيبرقنت","4315"
"1403","4314","Bouhatem","بوحاتم","4314"
"1404","4315","Rouached","الرواشد","4315"
"1405","4316","Tassala lematai","تسالة لمطاعي","4323"
"1406","4317","Grarem gouga","القرارم قوقة","4317"
"1407","4318","Sidi merouane","سيدي مروان","4318"
"1408","4319","Tassadane haddada","تسدان حدادة","4319"
"1409","4320","Derrahi bousselah","دراحي بوصلاح","4314"
"1410","4321","Minar zarza","مينار زارزة","4319"
"1411","4322","Amira arres","اعميرة اراس","4323"
"1412","4323","Terrai bainen","ترعي باينان","4323"
"1413","4324","Hamala","حمالة","4317"
"1414","4325","Ain tine","عين التين","4301"
"1415","4326","El mechira","مشيرة","4306"
"1416","4327","Sidi khelifa","سيدي خليفة","4301"
"1417","4328","Zeghaia","زغاية","4310"
"1418","4329","El ayadi barbes","العياضي برباس","4330"
"1419","4330","Ain beida harriche","عين البيضاء أحريش","4330"
"1420","4331","Yahia beniguecha","يحي بني قشة","4302"
"1421","4332","Chigara","الشيقارة","4318"
"1422","4401","Ain-defla","عين الدفلى","4401"
"1423","4402","Miliana","مليانة","4402"
"1424","4403","Boumedfaa","بومدفع","4403"
"1425","4404","Khemis-miliana","خميس مليانة","4404"
"1426","4405","Hammam-righa","حمام ريغة","4405"
"1427","4406","Arib","عريب","4408"
"1428","4407","Djelida","جليدة","4407"
"1429","4408","El-amra","العامرة","4408"
"1430","4409","Bourached","بوراشد","4407"
"1431","4410","El-attaf","العطاف","4410"
"1432","4411","El-abadia","العبادية","4411"
"1433","4412","Djendel","جندل","4412"
"1434","4413","Oued chorfa","وادي الشرفاء","4412"
"1435","4414","Ain-lechiakh","عين الاشياخ","4414"
"1436","4415","Oued djemaa","واد الجمعة","4414"
"1437","4416","Rouina","الروينة","4416"
"1438","4417","Zeddine","زدين","4416"
"1439","4418","Hassania","الحسانية","4431"
"1440","4419","Bir-ould-khelifa","بئر ولد خليفة","4422"
"1441","4420","Ain-soltane","عين السلطان","4414"
"1442","4421","Tarik-ibn-ziad","طارق بن زياد","4422"
"1443","4422","Bordj-emir-khaled","برج الأمير خالد","4422"
"1444","4423","Ain-torki","عين التركي","4405"
"1445","4424","Sidi-lakhdar","سيدي الأخضر","4404"
"1446","4425","Ben allal","بن علال","4402"
"1447","4426","Ain-benian","عين البنيان","4405"
"1448","4427","Hoceinia","الحسينية","4403"
"1449","4428","Birbouche","بربوش","4412"
"1450","4429","Djemaa ouled cheikh","جمعة أولاد الشيخ","4407"
"1451","4430","Mekhatria","المخاطرية","4408"
"1452","4431","Bathia","بطحية","4431"
"1453","4432","Tacheta zegagha","تاشتة زقاغة","4411"
"1454","4433","Ain-bouyahia","عين بويحيى","4411"
"1455","4434","El-maine","الماين","4416"
"1456","4435","Tiberkanine","تبركانين","4410"
"1457","4436","Belaas","بلعاص","4431"
"1458","4501","Naama","النعامة","4501"
"1459","4502","Mecheria","المشرية","4502"
"1460","4503","Ain sefra","عين الصفراء","4503"
"1461","4504","Tiout","تيوت","4503"
"1462","4505","Sfissifa","سفيسيفة","4505"
"1463","4506","Moghrar","مغرار","4506"
"1464","4507","Asla","عسلة","4507"
"1465","4508","Djenienne bourezg","جنين بورزق","4506"
"1466","4509","Ain ben khelil","عين بن خليل","4502"
"1467","4510","Makmen ben amar","مكمن بن عمار","4510"
"1468","4511","Kasdir","القصدير","4510"
"1469","4512","El biodh","البيوض","4502"
"1470","4601","Ain temouchent","عين تموشنت","4601"
"1471","4602","Chaabat el ham","شعبة اللحم","4614"
"1472","4603","Ouled kihal","أولاد الكيحل","4614"
"1473","4604","Hammam bou hadjar","حمام بوحجر","4604"
"1474","4605","Bouzedjar","بوزجار","4619"
"1475","4606","Oued berkeche","وادي برقش","4604"
"1476","4607","Aghlal","أغلال","4622"
"1477","4608","Terga","تارقة","4614"
"1478","4609","Ain el arbaa","عين الأربعاء","4609"
"1479","4610","Tamzoura","تامزورة","4609"
"1480","4611","Chentouf","شنتوف","4604"
"1481","4612","Sidi ben adda","سيدي بن عدة","4601"
"1482","4613","Aoubellil","عقب الليل","4622"
"1483","4614","El maleh","المالح","4614"
"1484","4615","Sidi boumediene","سيدي بومدين","4609"
"1485","4616","Oued sebbah","وادي الصباح","4609"
"1486","4617","Ouled boudjemaa","أولاد بوجمعة","4619"
"1487","4618","Ain tolba","عين الطلبة","4622"
"1488","4619","El amria","العامرية","4619"
"1489","4620","Hassi el ghella","حاسي الغلة","4619"
"1490","4621","Hassasna","الحساسنة","4604"
"1491","4622","Ain kihal","عين الكيحل","4622"
"1492","4623","Beni saf","بني صاف","4623"
"1493","4624","Sidi safi","سيدي صافي","4623"
"1494","4625","Oulhaca el gheraba","ولهاصة الغرابة","4625"
"1495","4626","Sidi ouriache","سيدي ورياش","4625"
"1496","4627","Emir abdelkader","الأمير عبد القادر","4623"
"1497","4628","El messaid","المساعيد","4619"
"1498","4701","Ghardaia","غرداية","4701"
"1499","4702","El meniaa","المنيعة","4702"
"1500","4702","El meniaa","المنيعة","4702"
"1501","4703","Dhayet bendhahoua","ضاية بن ضحوة","4703"
"1502","4704","Berriane","بريان","4704"
"1503","4705","Metlili","متليلي","4705"
"1504","4706","El guerrara","القرارة","4706"
"1505","4707","El atteuf","العطف","4710"
"1506","4708","Zelfana","زلفانة","4708"
"1507","4709","Sebseb","سبسب","4705"
"1508","4710","Bounoura","بونورة","4710"
"1509","4711","Hassi fehal","حاسي الفحل","4713"
"1510","4712","Hassi gara","حاسي القارة","4702"
"1511","4712","Hassi gara","حاسي القارة","4702"
"1512","4713","Mansoura","المنصورة","4713"
"1513","4801","Relizane","غليزان","4801"
"1514","4802","Oued-rhiou","وادي رهيو","4802"
"1515","4803","Belaassel bouzagza","بلعسل بوزقزة","4817"
"1516","4804","Sidi saada","سيدي سعادة","4825"
"1517","4805","Ouled aiche","أولاد يعيش","4811"
"1518","4806","Sidi lazreg","سيدي لزرق","4828"
"1519","4807","El h'madna","الحمادنة","4807"
"1520","4808","Sidi m'hamed benali","سيدي أمحمد بن علي","4808"
"1521","4809","Mediouna","مديونة","4808"
"1522","4810","Sidi khettab","سيدي  خطاب","4817"
"1523","4811","Ammi moussa","عمي موسى","4811"
"1524","4812","Zemmoura","زمورة","4812"
"1525","4813","Beni dergoun","بني درقن","4812"
"1526","4814","Djidiouia","جديوية","4814"
"1527","4815","El-guettar","القطار","4822"
"1528","4816","Hamri","حمري","4814"
"1529","4817","El-matmar","المطمر","4817"
"1530","4818","Sidi m'hamed benaouda","سيدي امحمد بن عودة","4817"
"1531","4819","Ain-tarek","عين طارق","4819"
"1532","4820","Oued essalem","وادي السلام","4828"
"1533","4821","Ouarizane","واريزان","4802"
"1534","4822","Mazouna","مازونة","4822"
"1535","4823","Kalaa","القلعة","4825"
"1536","4824","Ain rahma","عين الرحمة","4825"
"1537","4825","Yellel","يلل","4825"
"1538","4826","Oued el djemaa","وادي الجمعة","4807"
"1539","4827","Ramka","الرمكة","4827"
"1540","4828","Mendes","منداس","4828"
"1541","4829","Lahlef","لحلاف","4802"
"1542","4830","Beni zentis","بني زنطيس","4808"
"1543","4831","Souk el had","سوق الحد","4827"
"1544","4832","Dar ben abdelah","دار بن عبد الله","4812"
"1545","4833","El hassi","الحاسي","4811"
"1546","4834","Had echkalla","حد الشكالة","4819"
"1547","4835","Bendaoud","بن داود","4801"
"1548","4836","El ouldja","الولجة","4811"
"1549","4837","Merdja sidi abed","مرجة سيدي عابد","4802"
"1550","4838","Ouled sidi mihoub","أولاد سيدي الميهوب","4814"
